bbl,borough,block,lot,address,zonedist1,lotarea,bldgarea,builtfar,residfar,commfar,facilfar,numfloors,latitude,longitude
1000000196,MN,10,17,SAMPLE LOT 196,M1-2,4321.0,3716.0,0.86,0.0,2.0,2.0,1.0,40.7572,-73.9772
1000000197,MN,10,18,SAMPLE LOT 197,M1-6,8026.0,51206.0,6.38,0.0,10.0,10.0,8.0,40.7572,-73.9764
1000000198,MN,10,19,SAMPLE LOT 198,C5-3,2329.0,17072.0,7.33,0.0,15.0,15.0,9.0,40.7572,-73.9756
1000000199,MN,10,20,SAMPLE LOT 199,C6-2,3846.0,8807.0,2.29,0.0,6.0,6.0,3.0,40.7572,-73.9748
1000000200,MN,11,1,SAMPLE LOT 200,C6-4,6674.0,25561.0,3.83,0.0,10.0,10.0,5.0,40.758,-73.99
1000000201,MN,11,2,SAMPLE LOT 201,C6-2,6021.0,29623.0,4.92,0.0,6.0,6.0,6.0,40.758,-73.9892
1000000202,MN,11,3,SAMPLE LOT 202,C6-2,8465.0,45711.0,5.4,0.0,6.0,6.0,6.0,40.758,-73.9884
1000000203,MN,11,4,SAMPLE LOT 203,M1-5,5281.0,10351.0,1.96,0.0,5.0,5.0,2.0,40.758,-73.9876
1000000204,MN,11,5,SAMPLE LOT 204,C6-2,3221.0,5959.0,1.85,0.0,6.0,6.0,2.0,40.758,-73.98679999999999
1000000205,MN,11,6,SAMPLE LOT 205,M1-2,5154.0,4845.0,0.94,0.0,2.0,2.0,1.0,40.758,-73.98599999999999
1000000206,MN,11,7,SAMPLE LOT 206,C6-4,1983.0,7674.0,3.87,0.0,10.0,10.0,5.0,40.758,-73.98519999999999
1000000207,MN,11,8,SAMPLE LOT 207,C5-3,1270.0,8052.0,6.34,0.0,15.0,15.0,8.0,40.758,-73.9844
1000000208,MN,11,9,SAMPLE LOT 208,C6-4,6006.0,40781.0,6.79,0.0,10.0,10.0,8.0,40.758,-73.9836
1000000209,MN,11,10,SAMPLE LOT 209,M1-2,3849.0,4426.0,1.15,0.0,2.0,2.0,1.0,40.758,-73.9828
1000000210,MN,11,11,SAMPLE LOT 210,M1-6,4964.0,28742.0,5.79,0.0,10.0,10.0,7.0,40.758,-73.982
1000000211,MN,11,12,SAMPLE LOT 211,M1-6,1219.0,5290.0,4.34,0.0,10.0,10.0,5.0,40.758,-73.9812
1000000212,MN,11,13,SAMPLE LOT 212,M1-5,3098.0,11339.0,3.66,0.0,5.0,5.0,4.0,40.758,-73.98039999999999
1000000213,MN,11,14,SAMPLE LOT 213,C6-2,2628.0,7700.0,2.93,0.0,6.0,6.0,4.0,40.758,-73.97959999999999
1000000214,MN,11,15,SAMPLE LOT 214,C6-4,2184.0,12209.0,5.59,0.0,10.0,10.0,7.0,40.758,-73.97879999999999
1000000215,MN,11,16,SAMPLE LOT 215,M1-6,825.0,4958.0,6.01,0.0,10.0,10.0,7.0,40.758,-73.978
1000000216,MN,11,17,SAMPLE LOT 216,C6-4,3164.0,28096.0,8.88,0.0,10.0,10.0,11.0,40.758,-73.9772
1000000217,MN,11,18,SAMPLE LOT 217,C6-4,7496.0,34482.0,4.6,0.0,10.0,10.0,6.0,40.758,-73.9764
1000000218,MN,11,19,SAMPLE LOT 218,M1-5,5223.0,20056.0,3.84,0.0,5.0,5.0,5.0,40.758,-73.9756
1000000219,MN,11,20,SAMPLE LOT 219,C6-4,2626.0,13156.0,5.01,0.0,10.0,10.0,6.0,40.758,-73.9748
1000000220,MN,12,1,SAMPLE LOT 220,C6-4,3959.0,34879.0,8.81,0.0,10.0,10.0,11.0,40.7588,-73.99
1000000221,MN,12,2,SAMPLE LOT 221,M1-5,6794.0,18887.0,2.78,0.0,5.0,5.0,3.0,40.7588,-73.9892
1000000222,MN,12,3,SAMPLE LOT 222,C6-2,579.0,2183.0,3.77,0.0,6.0,6.0,5.0,40.7588,-73.9884
1000000223,MN,12,4,SAMPLE LOT 223,C6-2,3666.0,19137.0,5.22,0.0,6.0,6.0,6.0,40.7588,-73.9876
1000000224,MN,12,5,SAMPLE LOT 224,C6-2,5851.0,25861.0,4.42,0.0,6.0,6.0,5.0,40.7588,-73.98679999999999
1000000225,MN,12,6,SAMPLE LOT 225,M1-2,6448.0,4643.0,0.72,0.0,2.0,2.0,1.0,40.7588,-73.98599999999999
1000000226,MN,12,7,SAMPLE LOT 226,C6-2,13155.0,30651.0,2.33,0.0,6.0,6.0,3.0,40.7588,-73.98519999999999
1000000227,MN,12,8,SAMPLE LOT 227,C6-2,8854.0,50114.0,5.66,0.0,6.0,6.0,7.0,40.7588,-73.9844
1000000228,MN,12,9,SAMPLE LOT 228,C6-4,4978.0,15880.0,3.19,0.0,10.0,10.0,4.0,40.7588,-73.9836
1000000229,MN,12,10,SAMPLE LOT 229,C6-4,4942.0,24512.0,4.96,0.0,10.0,10.0,6.0,40.7588,-73.9828
1000000230,MN,12,11,SAMPLE LOT 230,M1-6,6939.0,64047.0,9.23,0.0,10.0,10.0,11.0,40.7588,-73.982
1000000231,MN,12,12,SAMPLE LOT 231,C6-2,2742.0,5100.0,1.86,0.0,6.0,6.0,2.0,40.7588,-73.9812
1000000232,MN,12,13,SAMPLE LOT 232,C6-4,3889.0,15750.0,4.05,0.0,10.0,10.0,5.0,40.7588,-73.98039999999999
1000000233,MN,12,14,SAMPLE LOT 233,C6-4,7543.0,33114.0,4.39,0.0,10.0,10.0,5.0,40.7588,-73.97959999999999
1000000234,MN,12,15,SAMPLE LOT 234,M1-5,15745.0,28026.0,1.78,0.0,5.0,5.0,2.0,40.7588,-73.97879999999999
1000000235,MN,12,16,SAMPLE LOT 235,M1-2,3578.0,4329.0,1.21,0.0,2.0,2.0,1.0,40.7588,-73.978
1000000236,MN,12,17,SAMPLE LOT 236,C6-2,3867.0,15893.0,4.11,0.0,6.0,6.0,5.0,40.7588,-73.9772
1000000237,MN,12,18,SAMPLE LOT 237,M1-5,4596.0,11628.0,2.53,0.0,5.0,5.0,3.0,40.7588,-73.9764
1000000238,MN,12,19,SAMPLE LOT 238,C6-2,10242.0,22737.0,2.22,0.0,6.0,6.0,3.0,40.7588,-73.9756
1000000239,MN,12,20,SAMPLE LOT 239,C5-3,3916.0,48598.0,12.41,0.0,15.0,15.0,15.0,40.7588,-73.9748
1000000240,MN,13,1,SAMPLE LOT 240,M1-6,11188.0,92077.0,8.23,0.0,10.0,10.0,10.0,40.7596,-73.99
1000000241,MN,13,2,SAMPLE LOT 241,M1-5,2033.0,6770.0,3.33,0.0,5.0,5.0,4.0,40.7596,-73.9892
1000000242,MN,13,3,SAMPLE LOT 242,M2-3,3512.0,2739.0,0.78,0.0,2.0,2.0,1.0,40.7596,-73.9884
1000000243,MN,13,4,SAMPLE LOT 243,C6-2,3482.0,13615.0,3.91,0.0,6.0,6.0,5.0,40.7596,-73.9876
1000000244,MN,13,5,SAMPLE LOT 244,M1-5,6937.0,24626.0,3.55,0.0,5.0,5.0,4.0,40.7596,-73.98679999999999
1000000245,MN,13,6,SAMPLE LOT 245,M1-6,8314.0,48055.0,5.78,0.0,10.0,10.0,7.0,40.7596,-73.98599999999999
1000000246,MN,13,7,SAMPLE LOT 246,M1-5,1391.0,5995.0,4.31,0.0,5.0,5.0,5.0,40.7596,-73.98519999999999
1000000247,MN,13,8,SAMPLE LOT 247,C6-2,2108.0,6999.0,3.32,0.0,6.0,6.0,4.0,40.7596,-73.9844
1000000248,MN,13,9,SAMPLE LOT 248,C6-4,5064.0,32004.0,6.32,0.0,10.0,10.0,8.0,40.7596,-73.9836
1000000249,MN,13,10,SAMPLE LOT 249,M1-6,2522.0,9432.0,3.74,0.0,10.0,10.0,4.0,40.7596,-73.9828
1000000250,MN,13,11,SAMPLE LOT 250,M1-6,1378.0,9177.0,6.66,0.0,10.0,10.0,8.0,40.7596,-73.982
1000000251,MN,13,12,SAMPLE LOT 251,C6-2,8275.0,39637.0,4.79,0.0,6.0,6.0,6.0,40.7596,-73.9812
1000000252,MN,13,13,SAMPLE LOT 252,M1-5,5652.0,21930.0,3.88,0.0,5.0,5.0,5.0,40.7596,-73.98039999999999
1000000253,MN,13,14,SAMPLE LOT 253,M1-5,5649.0,13219.0,2.34,0.0,5.0,5.0,3.0,40.7596,-73.97959999999999
1000000254,MN,13,15,SAMPLE LOT 254,M1-6,2868.0,27103.0,9.45,0.0,10.0,10.0,11.0,40.7596,-73.97879999999999
1000000255,MN,13,16,SAMPLE LOT 255,M2-3,8220.0,12659.0,1.54,0.0,2.0,2.0,2.0,40.7596,-73.978
1000000256,MN,13,17,SAMPLE LOT 256,M1-2,3382.0,3889.0,1.15,0.0,2.0,2.0,1.0,40.7596,-73.9772
1000000257,MN,13,18,SAMPLE LOT 257,C6-4,8618.0,49123.0,5.7,0.0,10.0,10.0,7.0,40.7596,-73.9764
1000000258,MN,13,19,SAMPLE LOT 258,C6-2,2113.0,10227.0,4.84,0.0,6.0,6.0,6.0,40.7596,-73.9756
1000000259,MN,13,20,SAMPLE LOT 259,M1-5,2200.0,4554.0,2.07,0.0,5.0,5.0,2.0,40.7596,-73.9748
1000000260,MN,14,1,SAMPLE LOT 260,M1-2,4616.0,6601.0,1.43,0.0,2.0,2.0,2.0,40.7604,-73.99
1000000261,MN,14,2,SAMPLE LOT 261,C6-4,2447.0,18768.0,7.67,0.0,10.0,10.0,9.0,40.7604,-73.9892
1000000262,MN,14,3,SAMPLE LOT 262,M1-5,6418.0,20409.0,3.18,0.0,5.0,5.0,4.0,40.7604,-73.9884
1000000263,MN,14,4,SAMPLE LOT 263,M1-5,4799.0,20828.0,4.34,0.0,5.0,5.0,5.0,40.7604,-73.9876
1000000264,MN,14,5,SAMPLE LOT 264,M1-5,2096.0,6330.0,3.02,0.0,5.0,5.0,4.0,40.7604,-73.98679999999999
1000000265,MN,14,6,SAMPLE LOT 265,M1-2,4209.0,5051.0,1.2,0.0,2.0,2.0,1.0,40.7604,-73.98599999999999
1000000266,MN,14,7,SAMPLE LOT 266,C5-3,3128.0,22772.0,7.28,0.0,15.0,15.0,9.0,40.7604,-73.98519999999999
1000000267,MN,14,8,SAMPLE LOT 267,M1-5,7594.0,34097.0,4.49,0.0,5.0,5.0,5.0,40.7604,-73.9844
1000000268,MN,14,9,SAMPLE LOT 268,M1-6,2569.0,12999.0,5.06,0.0,10.0,10.0,6.0,40.7604,-73.9836
1000000269,MN,14,10,SAMPLE LOT 269,C6-4,2941.0,22116.0,7.52,0.0,10.0,10.0,9.0,40.7604,-73.9828
1000000270,MN,14,11,SAMPLE LOT 270,C6-2,9339.0,31753.0,3.4,0.0,6.0,6.0,4.0,40.7604,-73.982
1000000271,MN,14,12,SAMPLE LOT 271,M1-5,19169.0,87027.0,4.54,0.0,5.0,5.0,5.0,40.7604,-73.9812
1000000272,MN,14,13,SAMPLE LOT 272,M2-3,16210.0,29664.0,1.83,0.0,2.0,2.0,2.0,40.7604,-73.98039999999999
1000000273,MN,14,14,SAMPLE LOT 273,C6-4,4181.0,13379.0,3.2,0.0,10.0,10.0,4.0,40.7604,-73.97959999999999
1000000274,MN,14,15,SAMPLE LOT 274,M1-6,4662.0,44103.0,9.46,0.0,10.0,10.0,11.0,40.7604,-73.97879999999999
1000000275,MN,14,16,SAMPLE LOT 275,C6-2,11701.0,48676.0,4.16,0.0,6.0,6.0,5.0,40.7604,-73.978
1000000276,MN,14,17,SAMPLE LOT 276,M1-2,3666.0,2566.0,0.7,0.0,2.0,2.0,1.0,40.7604,-73.9772
1000000277,MN,14,18,SAMPLE LOT 277,C6-2,2020.0,7555.0,3.74,0.0,6.0,6.0,4.0,40.7604,-73.9764
1000000278,MN,14,19,SAMPLE LOT 278,C6-4,4341.0,14412.0,3.32,0.0,10.0,10.0,4.0,40.7604,-73.9756
1000000279,MN,14,20,SAMPLE LOT 279,C6-4,5487.0,36050.0,6.57,0.0,10.0,10.0,8.0,40.7604,-73.9748
1000000280,MN,15,1,SAMPLE LOT 280,C6-2,2239.0,5642.0,2.52,0.0,6.0,6.0,3.0,40.7612,-73.99
1000000281,MN,15,2,SAMPLE LOT 281,M1-6,1264.0,6813.0,5.39,0.0,10.0,10.0,6.0,40.7612,-73.9892
1000000282,MN,15,3,SAMPLE LOT 282,M1-2,1463.0,1463.0,1.0,0.0,2.0,2.0,1.0,40.7612,-73.9884
1000000283,MN,15,4,SAMPLE LOT 283,M3-1,6373.0,8795.0,1.38,0.0,2.0,2.0,2.0,40.7612,-73.9876
1000000284,MN,15,5,SAMPLE LOT 284,C6-4,2352.0,19639.0,8.35,0.0,10.0,10.0,10.0,40.7612,-73.98679999999999
1000000285,MN,15,6,SAMPLE LOT 285,M1-5,3623.0,16448.0,4.54,0.0,5.0,5.0,5.0,40.7612,-73.98599999999999
1000000286,MN,15,7,SAMPLE LOT 286,M1-5,4642.0,11930.0,2.57,0.0,5.0,5.0,3.0,40.7612,-73.98519999999999
1000000287,MN,15,8,SAMPLE LOT 287,C6-2,6170.0,24803.0,4.02,0.0,6.0,6.0,5.0,40.7612,-73.9844
1000000288,MN,15,9,SAMPLE LOT 288,C6-4,3164.0,9619.0,3.04,0.0,10.0,10.0,4.0,40.7612,-73.9836
1000000289,MN,15,10,SAMPLE LOT 289,C6-4,5671.0,30737.0,5.42,0.0,10.0,10.0,7.0,40.7612,-73.9828
1000000290,MN,15,11,SAMPLE LOT 290,M1-5,2145.0,9910.0,4.62,0.0,5.0,5.0,6.0,40.7612,-73.982
1000000291,MN,15,12,SAMPLE LOT 291,M1-5,3105.0,5868.0,1.89,0.0,5.0,5.0,2.0,40.7612,-73.9812
1000000292,MN,15,13,SAMPLE LOT 292,C6-4,1953.0,16893.0,8.65,0.0,10.0,10.0,10.0,40.7612,-73.98039999999999
1000000293,MN,15,14,SAMPLE LOT 293,C6-2,8833.0,38335.0,4.34,0.0,6.0,6.0,5.0,40.7612,-73.97959999999999
1000000294,MN,15,15,SAMPLE LOT 294,C6-2,3925.0,11579.0,2.95,0.0,6.0,6.0,4.0,40.7612,-73.97879999999999
1000000295,MN,15,16,SAMPLE LOT 295,C5-3,2384.0,28823.0,12.09,0.0,15.0,15.0,15.0,40.7612,-73.978
1000000296,MN,15,17,SAMPLE LOT 296,C5-3,3126.0,22882.0,7.32,0.0,15.0,15.0,9.0,40.7612,-73.9772
1000000297,MN,15,18,SAMPLE LOT 297,C6-4,3425.0,30208.0,8.82,0.0,10.0,10.0,11.0,40.7612,-73.9764
1000000298,MN,15,19,SAMPLE LOT 298,C6-4,6532.0,23123.0,3.54,0.0,10.0,10.0,4.0,40.7612,-73.9756
1000000299,MN,15,20,SAMPLE LOT 299,M1-6,1309.0,4935.0,3.77,0.0,10.0,10.0,5.0,40.7612,-73.9748
1000000300,MN,16,1,SAMPLE LOT 300,C6-2,1935.0,9153.0,4.73,0.0,6.0,6.0,6.0,40.762,-73.99
1000000301,MN,16,2,SAMPLE LOT 301,M1-5,3070.0,9087.0,2.96,0.0,5.0,5.0,4.0,40.762,-73.9892
1000000302,MN,16,3,SAMPLE LOT 302,C6-4,23545.0,93238.0,3.96,0.0,10.0,10.0,5.0,40.762,-73.9884
1000000303,MN,16,4,SAMPLE LOT 303,C6-4,7809.0,49509.0,6.34,0.0,10.0,10.0,8.0,40.762,-73.9876
1000000304,MN,16,5,SAMPLE LOT 304,C6-2,3700.0,10952.0,2.96,0.0,6.0,6.0,4.0,40.762,-73.98679999999999
1000000305,MN,16,6,SAMPLE LOT 305,M2-3,6584.0,8625.0,1.31,0.0,2.0,2.0,2.0,40.762,-73.98599999999999
1000000306,MN,16,7,SAMPLE LOT 306,M1-6,16886.0,132217.0,7.83,0.0,10.0,10.0,9.0,40.762,-73.98519999999999
1000000307,MN,16,8,SAMPLE LOT 307,M2-3,3396.0,5807.0,1.71,0.0,2.0,2.0,2.0,40.762,-73.9844
1000000308,MN,16,9,SAMPLE LOT 308,M1-2,3095.0,2105.0,0.68,0.0,2.0,2.0,1.0,40.762,-73.9836
1000000309,MN,16,10,SAMPLE LOT 309,C6-4,9343.0,64000.0,6.85,0.0,10.0,10.0,8.0,40.762,-73.9828
1000000310,MN,16,11,SAMPLE LOT 310,C6-2,5653.0,31883.0,5.64,0.0,6.0,6.0,7.0,40.762,-73.982
1000000311,MN,16,12,SAMPLE LOT 311,M1-6,6400.0,38336.0,5.99,0.0,10.0,10.0,7.0,40.762,-73.9812
1000000312,MN,16,13,SAMPLE LOT 312,C6-2,2803.0,13454.0,4.8,0.0,6.0,6.0,6.0,40.762,-73.98039999999999
1000000313,MN,16,14,SAMPLE LOT 313,C6-2,15383.0,33535.0,2.18,0.0,6.0,6.0,3.0,40.762,-73.97959999999999
1000000314,MN,16,15,SAMPLE LOT 314,M1-6,13237.0,114897.0,8.68,0.0,10.0,10.0,10.0,40.762,-73.97879999999999
1000000315,MN,16,16,SAMPLE LOT 315,C6-4,5944.0,40300.0,6.78,0.0,10.0,10.0,8.0,40.762,-73.978
1000000316,MN,16,17,SAMPLE LOT 316,C5-3,6458.0,84987.0,13.16,0.0,15.0,15.0,16.0,40.762,-73.9772
1000000317,MN,16,18,SAMPLE LOT 317,M1-6,968.0,7860.0,8.12,0.0,10.0,10.0,10.0,40.762,-73.9764
1000000318,MN,16,19,SAMPLE LOT 318,M1-5,6251.0,27067.0,4.33,0.0,5.0,5.0,5.0,40.762,-73.9756
1000000319,MN,16,20,SAMPLE LOT 319,C6-4,3492.0,11768.0,3.37,0.0,10.0,10.0,4.0,40.762,-73.9748
1000000320,MN,17,1,SAMPLE LOT 320,C5-3,5420.0,62222.0,11.48,0.0,15.0,15.0,14.0,40.7628,-73.99
1000000321,MN,17,2,SAMPLE LOT 321,M1-5,6450.0,13803.0,2.14,0.0,5.0,5.0,3.0,40.7628,-73.9892
1000000322,MN,17,3,SAMPLE LOT 322,C6-2,3150.0,8946.0,2.84,0.0,6.0,6.0,3.0,40.7628,-73.9884
1000000323,MN,17,4,SAMPLE LOT 323,C6-4,1225.0,6260.0,5.11,0.0,10.0,10.0,6.0,40.7628,-73.9876
1000000324,MN,17,5,SAMPLE LOT 324,C5-3,5175.0,53147.0,10.27,0.0,15.0,15.0,12.0,40.7628,-73.98679999999999
1000000325,MN,17,6,SAMPLE LOT 325,M1-5,2381.0,8429.0,3.54,0.0,5.0,5.0,4.0,40.7628,-73.98599999999999
1000000326,MN,17,7,SAMPLE LOT 326,M1-2,3175.0,5747.0,1.81,0.0,2.0,2.0,2.0,40.7628,-73.98519999999999
1000000327,MN,17,8,SAMPLE LOT 327,C5-3,2620.0,12104.0,4.62,0.0,15.0,15.0,6.0,40.7628,-73.9844
1000000328,MN,17,9,SAMPLE LOT 328,M1-5,3149.0,6707.0,2.13,0.0,5.0,5.0,3.0,40.7628,-73.9836
1000000329,MN,17,10,SAMPLE LOT 329,M1-5,794.0,2128.0,2.68,0.0,5.0,5.0,3.0,40.7628,-73.9828
1000000330,MN,17,11,SAMPLE LOT 330,C6-2,9376.0,46786.0,4.99,0.0,6.0,6.0,6.0,40.7628,-73.982
1000000331,MN,17,12,SAMPLE LOT 331,M2-3,4776.0,6257.0,1.31,0.0,2.0,2.0,2.0,40.7628,-73.9812
1000000332,MN,17,13,SAMPLE LOT 332,C6-4,8708.0,55122.0,6.33,0.0,10.0,10.0,8.0,40.7628,-73.98039999999999
1000000333,MN,17,14,SAMPLE LOT 333,M1-5,15994.0,63496.0,3.97,0.0,5.0,5.0,5.0,40.7628,-73.97959999999999
1000000334,MN,17,15,SAMPLE LOT 334,C5-3,4064.0,44257.0,10.89,0.0,15.0,15.0,13.0,40.7628,-73.97879999999999
1000000335,MN,17,16,SAMPLE LOT 335,M1-5,1133.0,2765.0,2.44,0.0,5.0,5.0,3.0,40.7628,-73.978
1000000336,MN,17,17,SAMPLE LOT 336,C6-4,2140.0,7640.0,3.57,0.0,10.0,10.0,4.0,40.7628,-73.9772
1000000337,MN,17,18,SAMPLE LOT 337,M1-2,1719.0,2063.0,1.2,0.0,2.0,2.0,1.0,40.7628,-73.9764
1000000338,MN,17,19,SAMPLE LOT 338,M2-3,2815.0,4898.0,1.74,0.0,2.0,2.0,2.0,40.7628,-73.9756
1000000339,MN,17,20,SAMPLE LOT 339,M1-2,4229.0,5836.0,1.38,0.0,2.0,2.0,2.0,40.7628,-73.9748
1000000340,MN,18,1,SAMPLE LOT 340,M1-6,985.0,3300.0,3.35,0.0,10.0,10.0,4.0,40.7636,-73.99
1000000341,MN,18,2,SAMPLE LOT 341,M1-6,5084.0,29792.0,5.86,0.0,10.0,10.0,7.0,40.7636,-73.9892
1000000342,MN,18,3,SAMPLE LOT 342,C6-2,1390.0,4587.0,3.3,0.0,6.0,6.0,4.0,40.7636,-73.9884
1000000343,MN,18,4,SAMPLE LOT 343,M2-3,4926.0,6699.0,1.36,0.0,2.0,2.0,2.0,40.7636,-73.9876
1000000344,MN,18,5,SAMPLE LOT 344,M1-2,3705.0,5039.0,1.36,0.0,2.0,2.0,2.0,40.7636,-73.98679999999999
1000000345,MN,18,6,SAMPLE LOT 345,C5-3,3212.0,44261.0,13.78,0.0,15.0,15.0,17.0,40.7636,-73.98599999999999
1000000346,MN,18,7,SAMPLE LOT 346,C6-4,3801.0,19765.0,5.2,0.0,10.0,10.0,6.0,40.7636,-73.98519999999999
1000000347,MN,18,8,SAMPLE LOT 347,C5-3,2741.0,23244.0,8.48,0.0,15.0,15.0,10.0,40.7636,-73.9844
1000000348,MN,18,9,SAMPLE LOT 348,M1-5,2605.0,9091.0,3.49,0.0,5.0,5.0,4.0,40.7636,-73.9836
1000000349,MN,18,10,SAMPLE LOT 349,M1-6,1232.0,10792.0,8.76,0.0,10.0,10.0,11.0,40.7636,-73.9828
1000000350,MN,18,11,SAMPLE LOT 350,M1-5,3918.0,14849.0,3.79,0.0,5.0,5.0,5.0,40.7636,-73.982
1000000351,MN,18,12,SAMPLE LOT 351,M1-5,14558.0,44111.0,3.03,0.0,5.0,5.0,4.0,40.7636,-73.9812
1000000352,MN,18,13,SAMPLE LOT 352,M1-2,16001.0,26562.0,1.66,0.0,2.0,2.0,2.0,40.7636,-73.98039999999999
1000000353,MN,18,14,SAMPLE LOT 353,M3-1,10090.0,12411.0,1.23,0.0,2.0,2.0,1.0,40.7636,-73.97959999999999
1000000354,MN,18,15,SAMPLE LOT 354,M1-5,6556.0,30354.0,4.63,0.0,5.0,5.0,6.0,40.7636,-73.97879999999999
1000000355,MN,18,16,SAMPLE LOT 355,M1-5,2491.0,6028.0,2.42,0.0,5.0,5.0,3.0,40.7636,-73.978
1000000356,MN,18,17,SAMPLE LOT 356,C6-4,10982.0,42061.0,3.83,0.0,10.0,10.0,5.0,40.7636,-73.9772
1000000357,MN,18,18,SAMPLE LOT 357,M3-1,3846.0,6461.0,1.68,0.0,2.0,2.0,2.0,40.7636,-73.9764
1000000358,MN,18,19,SAMPLE LOT 358,M1-5,3812.0,9416.0,2.47,0.0,5.0,5.0,3.0,40.7636,-73.9756
1000000359,MN,18,20,SAMPLE LOT 359,C6-2,3262.0,16636.0,5.1,0.0,6.0,6.0,6.0,40.7636,-73.9748
1000000360,MN,19,1,SAMPLE LOT 360,M1-5,4266.0,14846.0,3.48,0.0,5.0,5.0,4.0,40.7644,-73.99
1000000361,MN,19,2,SAMPLE LOT 361,M3-1,2950.0,3717.0,1.26,0.0,2.0,2.0,2.0,40.7644,-73.9892
1000000362,MN,19,3,SAMPLE LOT 362,M1-5,3772.0,6714.0,1.78,0.0,5.0,5.0,2.0,40.7644,-73.9884
1000000363,MN,19,4,SAMPLE LOT 363,M3-1,1872.0,3033.0,1.62,0.0,2.0,2.0,2.0,40.7644,-73.9876
1000000364,MN,19,5,SAMPLE LOT 364,C6-2,3079.0,6343.0,2.06,0.0,6.0,6.0,2.0,40.7644,-73.98679999999999
1000000365,MN,19,6,SAMPLE LOT 365,C6-2,19741.0,109760.0,5.56,0.0,6.0,6.0,7.0,40.7644,-73.98599999999999
1000000366,MN,19,7,SAMPLE LOT 366,M1-6,3810.0,33147.0,8.7,0.0,10.0,10.0,10.0,40.7644,-73.98519999999999
1000000367,MN,19,8,SAMPLE LOT 367,C6-4,3385.0,16823.0,4.97,0.0,10.0,10.0,6.0,40.7644,-73.9844
1000000368,MN,19,9,SAMPLE LOT 368,C6-4,5806.0,22237.0,3.83,0.0,10.0,10.0,5.0,40.7644,-73.9836
1000000369,MN,19,10,SAMPLE LOT 369,M1-5,6566.0,28759.0,4.38,0.0,5.0,5.0,5.0,40.7644,-73.9828
1000000370,MN,19,11,SAMPLE LOT 370,M1-5,1834.0,5612.0,3.06,0.0,5.0,5.0,4.0,40.7644,-73.982
1000000371,MN,19,12,SAMPLE LOT 371,M1-5,3460.0,6609.0,1.91,0.0,5.0,5.0,2.0,40.7644,-73.9812
1000000372,MN,19,13,SAMPLE LOT 372,C5-3,7607.0,71202.0,9.36,0.0,15.0,15.0,11.0,40.7644,-73.98039999999999
1000000373,MN,19,14,SAMPLE LOT 373,C5-3,4832.0,33389.0,6.91,0.0,15.0,15.0,8.0,40.7644,-73.97959999999999
1000000374,MN,19,15,SAMPLE LOT 374,M1-5,4356.0,12327.0,2.83,0.0,5.0,5.0,3.0,40.7644,-73.97879999999999
1000000375,MN,19,16,SAMPLE LOT 375,C5-3,11871.0,127495.0,10.74,0.0,15.0,15.0,13.0,40.7644,-73.978
1000000376,MN,19,17,SAMPLE LOT 376,M1-5,2489.0,11126.0,4.47,0.0,5.0,5.0,5.0,40.7644,-73.9772
1000000377,MN,19,18,SAMPLE LOT 377,M3-1,4239.0,6952.0,1.64,0.0,2.0,2.0,2.0,40.7644,-73.9764
1000000378,MN,19,19,SAMPLE LOT 378,M3-1,2779.0,2251.0,0.81,0.0,2.0,2.0,1.0,40.7644,-73.9756
1000000379,MN,19,20,SAMPLE LOT 379,C5-3,11353.0,103880.0,9.15,0.0,15.0,15.0,11.0,40.7644,-73.9748
1000000380,MN,20,1,SAMPLE LOT 380,M1-2,1020.0,1265.0,1.24,0.0,2.0,2.0,1.0,40.7652,-73.99
1000000381,MN,20,2,SAMPLE LOT 381,M1-6,2502.0,23594.0,9.43,0.0,10.0,10.0,11.0,40.7652,-73.9892
1000000382,MN,20,3,SAMPLE LOT 382,C6-2,2762.0,5911.0,2.14,0.0,6.0,6.0,3.0,40.7652,-73.9884
1000000383,MN,20,4,SAMPLE LOT 383,M1-2,6365.0,8020.0,1.26,0.0,2.0,2.0,2.0,40.7652,-73.9876
1000000384,MN,20,5,SAMPLE LOT 384,M1-5,6115.0,27334.0,4.47,0.0,5.0,5.0,5.0,40.7652,-73.98679999999999
1000000385,MN,20,6,SAMPLE LOT 385,M2-3,10622.0,11897.0,1.12,0.0,2.0,2.0,1.0,40.7652,-73.98599999999999
1000000386,MN,20,7,SAMPLE LOT 386,C6-4,1329.0,6246.0,4.7,0.0,10.0,10.0,6.0,40.7652,-73.98519999999999
1000000387,MN,20,8,SAMPLE LOT 387,C6-4,6764.0,44710.0,6.61,0.0,10.0,10.0,8.0,40.7652,-73.9844
1000000388,MN,20,9,SAMPLE LOT 388,C6-4,3258.0,16551.0,5.08,0.0,10.0,10.0,6.0,40.7652,-73.9836
1000000389,MN,20,10,SAMPLE LOT 389,C6-4,2510.0,22665.0,9.03,0.0,10.0,10.0,11.0,40.7652,-73.9828
1000000390,MN,20,11,SAMPLE LOT 390,C6-2,5836.0,12431.0,2.13,0.0,6.0,6.0,3.0,40.7652,-73.982
1000000391,MN,20,12,SAMPLE LOT 391,C6-4,2101.0,9118.0,4.34,0.0,10.0,10.0,5.0,40.7652,-73.9812
1000000392,MN,20,13,SAMPLE LOT 392,C6-2,935.0,1992.0,2.13,0.0,6.0,6.0,3.0,40.7652,-73.98039999999999
